0.024287833,0.010223644,0.00845381,0.009813144,0.010328634,0.009792966,0.008709929,0.006673295,0.013606976,0.007844774,0.01029753,0.008993422,0.009610105,0.002802808,0.008411906
0.010223644,0.032628374,0.013496389,0.017972255,0.016939651,0.014238043,0.016073643,0.007574458,0.022877574,0.014840188,0.015762033,0.015620813,0.018461569,0.006173452,0.011879928
0.00845381,0.013496389,0.026619117,0.014531403,0.014564915,0.010305032,0.012078253,0.006103759,0.022931471,0.010350354,0.012913638,0.013063676,0.014993615,0.004216157,0.009781891
0.009813144,0.017972255,0.014531403,0.030701804,0.016772808,0.012339301,0.019792815,0.007478115,0.02487007,0.012871323,0.015843482,0.0156849,0.024005963,0.004357521,0.011828059
0.010328634,0.016939651,0.014564915,0.016772808,0.043731688,0.017162603,0.01354397,0.006605576,0.049749637,0.012409686,0.014859376,0.01270458,0.016368158,0.018758832,0.019021765
0.009792966,0.014238043,0.010305032,0.012339301,0.017162603,0.047830134,0.011053654,0.008150775,0.025321357,0.009126852,0.012516212,0.012782919,0.012832406,0.010939142,0.013368492
0.008709929,0.016073643,0.012078253,0.019792815,0.01354397,0.011053654,0.023767787,0.007453388,0.021547888,0.011177187,0.013863461,0.011848978,0.019761665,0.004044219,0.010250735
0.006673295,0.007574458,0.006103759,0.007478115,0.006605576,0.008150775,0.007453388,0.040535555,0.009179511,0.006705878,0.007529141,0.007757238,0.007641665,0.003319564,0.00576901
0.013606976,0.022877574,0.022931471,0.02487007,0.049749637,0.025321357,0.021547888,0.009179511,0.196583629,0.016473311,0.018905722,0.018834651,0.025854046,0.029696593,0.028073381
0.007844774,0.014840188,0.010350354,0.012871323,0.012409686,0.009126852,0.011177187,0.006705878,0.016473311,0.02647307,0.011249416,0.009502205,0.012509406,0.004889613,0.010213215
0.01029753,0.015762033,0.012913638,0.015843482,0.014859376,0.012516212,0.013863461,0.007529141,0.018905722,0.011249416,0.036887629,0.015774699,0.016387218,0.005143851,0.010307063
0.008993422,0.015620813,0.013063676,0.0156849,0.01270458,0.012782919,0.011848978,0.007757238,0.018834651,0.009502205,0.015774699,0.059918718,0.0159872,0.001906591,0.009013453
0.009610105,0.018461569,0.014993615,0.024005963,0.016368158,0.012832406,0.019761665,0.007641665,0.025854046,0.012509406,0.016387218,0.0159872,0.031125024,0.0038303,0.012303835
0.002802808,0.006173452,0.004216157,0.004357521,0.018758832,0.010939142,0.004044219,0.003319564,0.029696593,0.004889613,0.005143851,0.001906591,0.0038303,0.074029474,0.008874337
0.008411906,0.011879928,0.009781891,0.011828059,0.019021765,0.013368492,0.010250735,0.00576901,0.028073381,0.010213215,0.010307063,0.009013453,0.012303835,0.008874337,0.041310079
